Timestamp,Pixel_Count,Max_Brightness,Image_Filename,Width,Height,Particle_Type,Probability
2026-09-21 01:16:58.000000,13,222,artefacts_1789932718.png,60,60,artefacts,57.9%
2026-09-21 18:42:13.192345,15,255,artefacts_1789995433.png,4,5,artefacts,98.8%
2026-09-21 23:39:09.776948,9,255,artefacts_1790013249.png,4,3,artefacts,38.8%
2026-09-21 22:07:20.758221,9,212,worms_1790007740.png,3,4,worms,27.1%
2026-09-21 14:24:40.000000,6,222,artefacts_1789979980.png,60,60,artefacts,33.9%
2026-09-21 05:34:28.000000,4,217,tracks_1789948168.png,60,60,tracks,69.6%
2026-09-21 07:42:35.000000,12,222,artefacts_1789955855.png,60,60,artefacts,86.0%
2026-09-21 14:21:38.000000,2,222,artefacts_1789979798.png,60,60,artefacts,21.1%
2026-09-21 14:35:10.000000,5,222,artefacts_1789980610.png,60,60,artefacts,11.3%
2026-09-21 17:18:37.025911,4,200,artefacts_1789990417.png,2,2,artefacts,23.9%
2026-09-21 21:36:59.517551,12,255,artefacts_1790005919.png,5,3,artefacts,91.1%
2026-09-21 16:32:53.389999,4,187,artefacts_1789987673.png,3,3,artefacts,93.5%
2026-09-21 10:15:38.000000,12,222,worms_1789965038.png,60,60,worms,41.4%
2026-09-21 10:45:09.000000,9,222,artefacts_1789966809.png,60,60,artefacts,46.4%
2026-09-21 20:15:29.596807,4,170,artefacts_1790001029.png,4,1,artefacts,48.4%
2026-09-21 00:20:48.000000,6,222,artefacts_1789929348.png,60,60,artefacts,17.9%
2026-09-21 13:00:04.000000,11,222,artefacts_1789974904.png,60,60,artefacts,91.3%
2026-09-21 14:56:58.000000,1,141,artefacts_1789981918.png,60,60,artefacts,92.3%
2026-09-21 19:05:33.891548,21,255,artefacts_1789996833.png,9,9,artefacts,75.4%
2026-09-21 05:52:51.000000,4,222,artefacts_1789949271.png,60,60,artefacts,22.9%
2026-09-21 00:40:44.000000,4,169,artefacts_1789930544.png,60,60,artefacts,12.3%
2026-09-21 21:10:45.525076,7,221,artefacts_1790004345.png,3,4,artefacts,47.9%
2026-09-21 20:19:56.362080,6,250,artefacts_1790001296.png,3,2,artefacts,58.4%
2026-09-21 17:08:45.303474,4,163,artefacts_1789989825.png,4,1,artefacts,98.4%
2026-09-21 08:18:51.000000,19,222,worms_1789958031.png,60,60,worms,38.6%
2026-09-21 21:57:22.510255,4,168,artefacts_1790007142.png,3,3,artefacts,73.9%
2026-09-21 20:01:16.260039,6,230,artefacts_1790000176.png,4,3,artefacts,56.2%
2026-09-21 12:55:47.000000,38,222,tracks_1789974647.png,60,60,tracks,100.0%
2026-09-21 13:49:38.000000,9,222,worms_1789977878.png,60,60,worms,23.3%
2026-09-21 21:02:47.708474,17,255,artefacts_1790003867.png,8,8,artefacts,3.8%
2026-09-21 20:09:49.184617,6,255,artefacts_1790000689.png,3,2,artefacts,9.8%
2026-09-21 02:36:45.000000,25,222,tracks_1789937505.png,60,60,tracks,82.1%
2026-09-21 22:02:29.556718,4,159,artefacts_1790007449.png,2,4,artefacts,79.5%
2026-09-21 22:17:53.537532,4,152,artefacts_1790008373.png,1,4,artefacts,99.7%
2026-09-21 07:39:48.000000,0,138,tracks_1789955688.png,60,60,tracks,78.8%
2026-09-21 05:26:04.000000,7,221,artefacts_1789947664.png,60,60,artefacts,9.1%
2026-09-21 12:55:46.000000,46,222,tracks_1789974646.png,60,60,tracks,100.0%
2026-09-21 00:22:28.000000,6,222,artefacts_1789929448.png,60,60,artefacts,68.4%
2026-09-21 09:34:23.000000,4,222,tracks_1789962563.png,60,60,tracks,85.4%
2026-09-21 02:07:00.000000,0,140,tracks_1789935720.png,60,60,tracks,69.6%
2026-09-21 02:32:59.000000,3,168,artefacts_1789937279.png,60,60,artefacts,60.7%
2026-09-21 03:48:06.000000,8,194,artefacts_1789941786.png,60,60,artefacts,67.4%
2026-09-21 10:45:39.000000,5,222,artefacts_1789966839.png,60,60,artefacts,18.2%
2026-09-21 08:54:41.000000,23,222,artefacts_1789960181.png,60,60,artefacts,80.4%
2026-09-21 10:09:35.000000,1,222,tracks_1789964675.png,60,60,tracks,79.3%
2026-09-21 16:24:03.042028,4,166,artefacts_1789987143.png,1,4,artefacts,70.7%
2026-09-21 15:37:38.000000,1,153,artefacts_1789984358.png,60,60,artefacts,82.4%
2026-09-21 23:11:03.530265,12,255,worms_1790011563.png,5,5,worms,34.7%
2026-09-21 22:36:10.867643,4,173,artefacts_1790009470.png,4,1,artefacts,42.3%
2026-09-21 09:32:52.000000,3,178,artefacts_1789962472.png,60,60,artefacts,39.1%
2026-09-21 09:39:38.000000,8,222,artefacts_1789962878.png,60,60,artefacts,29.6%
2026-09-21 14:45:13.000000,15,222,artefacts_1789981213.png,60,60,artefacts,76.8%
2026-09-21 15:04:10.000000,3,182,artefacts_1789982350.png,60,60,artefacts,75.6%
2026-09-21 08:18:06.000000,18,222,artefacts_1789957986.png,60,60,artefacts,64.8%
2026-09-21 09:31:20.000000,13,222,artefacts_1789962380.png,60,60,artefacts,82.5%
